,listing__statPrice,product_subtitle,Model,Box,Papers,Age,Movement,ConditionGrade,CaseSize,Case,Dial,Bracelet,LOT,Location,Seller
316,20437.111,Sky-Dweller,326933,Yes,Yes,2022,automatic,AAA,42mm,StainlessSteelandYellowGold,BlackBaton,SteelandYellowGoldOyster,#002310,"Leeds,WestYorkshire,UnitedKingdom",
317,10819.647,LadyDatejust26,179368,Yes,Yes,2006,automatic,AA,26mm,YellowGoldwithDiamond,MotherofPearlwithRuby,YellowGoldOyster,#002307,"Northampton,Northamptonshire,UnitedKingdom",
318,12272.7178,OysterPerpetual41,124300,Yes,Yes,2022,automatic,AA,41mm,StainlessSteel,GreenBaton,StainlessSteelOyster,#002294,"BuryStEdmunds,Cambridgeshire,UnitedKingdom",
319,45277.988000000005,Daytona,116515LN,Yes,Yes,2021,automatic,AA,40mm,RoseGold,BlackBaton,BlackOysterflex,#002290,"London,UnitedKingdom",
320,11329.3485,ExplorerII,226570,Yes,Yes,2022,automatic,AA,42mm,StainlessSteel,Black,StainlessSteelOyster,#002285,"Newcastle,TyneandWear,UnitedKingdom",
321,13618.124999999998,Submariner,116610LN,Yes,Yes,2020,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002265,"Surrey,UnitedKingdom",
322,52354.12499999999,Day-Date40,228239,Yes,Yes,2019,automatic,AAA,40mm,WhiteGold,OliveRomanNumeral,WhiteGoldPresident,#002264,"London,UnitedKingdom",
323,21391.217249999998,Submariner,16610LV,Yes,Yes,2005,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002254,"Liverpool,Merseyside,UnitedKingdom",
324,39769.587,Daytona,116528,Yes,Yes,2006,automatic,A,40mm,YellowGold,Black,YellowGoldOyster,#0022258,"Crawley,WestSussex,UnitedKingdom",
325,27887.3681,Sky-Dweller,326934,Yes,Yes,2019,automatic,AAA,42mm,StainlessSteel,BlueBaton,StainlessSteelOyster,#002245,"Nantwich,Cheshire,UnitedKingdom",
326,7336.000099999999,Datejust31,278274,Yes,Yes,2020,automatic,A,31mm,StainlessSteelandWhiteGold,PinkBaton,StainlessSteelOyster,#002241,"GreaterLondon,UnitedKingdom",
327,21207.70938,Daytona,116503,Yes,Yes,2016,automatic,A,40mm,StainlessSteelandYellowGold,WhiteBaton,SteelandYellowGoldOyster,#002297,"Northampton,Northamptonshire,UnitedKingdom",
328,23350.981,Daytona,116519,No,No,2001,automatic,A,40mm,WhiteGold,WhiteArabicNumeral,BlackAlligator,#002223,"London,UnitedKingdom",
329,36793.5,Sky-Dweller,326238,Yes,Yes,2021,automatic,AA,42mm,YellowGold,BlackBaton,BlackOysterflex,#002210,"Surrey,UnitedKingdom",
330,12571.112500000001,Deepsea,126660,Yes,Yes,2020,automatic,A,44mm,StainlessSteel,Black,StainlessSteelOyster,#002209,"Liverpool,Merseyside,UnitedKingdom",
331,9446.3446,DatejustII,116334,Yes,Yes,2016,automatic,A,41mm,StainlessSteel,SilverwithDiamond,StainlessSteelOyster,#002197,"Liverpool,Merseyside,UnitedKingdom",
332,78515.072,Daytona,116508,Yes,Yes,2021,automatic,AA,40mm,YellowGold,GreenBaton,YellowGoldOyster,#002202,"Southampton,Hampshire,UnitedKingdom",
333,17481.8715,GMT-MasterII,126710BLNR,Yes,Yes,2019,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002201,"London,UnitedKingdom",
334,10270.075200000001,Datejust41,126334,Yes,Yes,2022,automatic,AA,41mm,StainlessSteelandWhiteGold,SilverBaton,StainlessSteelOyster,#002195,"London,UnitedKingdom",
335,21395.99,Submariner,116610LV,Yes,Yes,2018,automatic,A,40mm,StainlessSteel,Green,StainlessSteel,#002193,"Brecon,Wales,UnitedKingdom",
336,47376.835,Day-Date40,228235,Yes,Yes,2021,automatic,AA,40mm,RoseGold,SundustBaguetteDiamondBaton,RoseGoldPresident,#002192,"Chester,Cheshire,UnitedKingdom",
337,9756.279750000002,Deepsea'JamesCameron',116660,Yes,No,2010's,automatic,A,44mm,StainlessSteel,Black,StainlessSteelOyster,#002183,"Windhoek,KhomasRegion,Namibia",
338,5951.43015,OysterPerpetual34,124200,Yes,Yes,2021,automatic,AAA,34mm,StainlessSteel,PinkBaton,StainlessSteelOyster,#002167,"Manchester,UnitedKingdom",
339,105653.2239,Daytona,116506,Yes,Yes,2015,automatic,A,40mm,Platinum,IceBlueBaton,PlatinumOyster,#002172,"London,UnitedKingdom",
340,26382.6285,Daytona,16518,Yes,No,1998,automatic,A,40mm,YellowGold,WhiteArabicNumeral,BrownAlligator,#002176,"Cardiff,Wales,UnitedKingdom",
341,17486.16075,Yacht-MasterII,116680,Yes,Yes,2019,automatic,A,44mm,StainlessSteel,White,StainlessSteelOyster,#002174,"Cardiff,Wales,UnitedKingdom",
342,45095.888249999996,Day-Date40,228235,Yes,Yes,2020,automatic,AAA,40mm,RoseGold,BrownRomanNumeral,RoseGoldPresident,#002165,"Chester,Cheshire,UnitedKingdom",
343,12556.193625,GMT-MasterII,116710LN,Yes,Yes,2018,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002170,"London,UnitedKingdom",
344,12347.755000000001,Datejust36,126234,Yes,Yes,2022,automatic,AA,36mm,StainlessSteelandWhiteGold,MintGreenBaton,StainlessSteelJubilee,#002162,"HenleyonThames,Oxfordshire,UnitedKingdom",
345,17196.3883,GMT-MasterII,116710BLNR,Yes,Yes,2018,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002160,"Brecon,Wales,UnitedKingdom",
346,17421.3375,Deepsea'JamesCameron',126660,Yes,Yes,2020,automatic,AA,44mm,StainlessSteel,Black,StainlessSteelOyster,#002159,"London,UnitedKingdom",
347,11125.205,Day-Date,18038,No,No,1978,automatic,A,36mm,YellowGold,ChampagnewithDiamond,YellowGoldPresident,#002158,"London,UnitedKingdom",
348,25063.49755,Submariner,116610LV,Yes,Yes,2020,automatic,AAA,40mm,StainlessSteel,Green,StainlessSteelOyster,#002136,"Liverpool,Merseyside,UnitedKingdom",
349,84111.483,Day-Date40,228206,Yes,Yes,2021,automatic,AA,40mm,Platinum,IceBlueBatonwithDiamond,PlatinumPresident,#002146,"Chester,Cheshire,UnitedKingdom",
350,19019.64775,GMT-MasterII,126710BLNR,Yes,Yes,2019,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002142,"London,UnitedKingdom",
351,7434.39,Air-King,116900,Yes,Yes,2016,automatic,A,40mm,StainlessSteel,BlackArabicNumeral,StainlessSteelOyster,#002138,"Brecon,Wales,UnitedKingdom",
352,8053.922500000001,ExplorerII,216570,Yes,No,2010,automatic,A,42mm,StainlessSteel,White,StainlessSteelOyster,#002132,"London,UnitedKingdom",
353,15029.92179,Sea-Dweller43,126600,Yes,Yes,2017,automatic,A,43mm,StainlessSteel,Black,StainlessSteelOyster,#002133,"Edinburgh,UnitedKingdom",
354,19911.177,Submariner,126610LV,Yes,Yes,2021,automatic,AA,41mm,StainlessSteel,Black,StainlessSteelOyster,#002129,"Edinburgh,UnitedKingdom",
355,5550.9948,Datejust36,116234,Yes,No,2016,automatic,A,36mm,StainlessSteel,SilverRomanNumeral,StainlessSteelOyster,#002128,"London,UnitedKingdom",
356,52794.554509999994,Daytona,116509,Yes,Yes,2022,automatic,AA,40mm,WhiteGold,BlueBaton,WhiteGoldOyster,#002033,"Birmingham,WestMidlands,UnitedKingdom",
357,9721.2069,Submariner,16613,No,No,2008,automatic,A,40mm,StainlessandYellowGold,SilverDiamondandSapphire,SteelandYellowGoldOyster,#002124,"London,UnitedKingdom",
358,26715.31674,Daytona,116520,Yes,Yes,2002,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002121,"Brighton,EastSussex,UnitedKingdom",
359,9601.192,Datejust36,126234,Yes,Yes,2021,automatic,A,36mm,StainlessSteelandWhiteGold,BlueBaton,StainlessSteelJubilee,#002119,"Chester,Cheshire,UnitedKingdom",
360,21933.827999999998,Submariner,116610LV,Yes,Yes,2014,automatic,A,40mm,StainlessSteel,Green,StainlessSteelOyster,#002116,"Brighton,EastSussex,UnitedKingdom",
361,18278.19,OysterPerpetual36,126000,Yes,Yes,2021,automatic,AA,36mm,StainlessSteel,TurquoiseBaton,StainlessSteelOyster,#002104,"Brighton,EastSussex,UnitedKingdom",
362,11819.8962,Datejust36,126233,Yes,Yes,2021,automatic,AA,36mm,StainlessSteelandYellowGold,SlateRomanNumeral,SteelandYellowGoldOyster,#2103,"Brighton,EastSussex,UnitedKingdom",
363,15085.27475,Datejust41,126331,Yes,Yes,2021,automatic,AAA,41mm,StainlessSteelandRoseGold,ChocolateBaton,SteelandRoseGoldJubilee,#00294,"Brighton,EastSussex,UnitedKingdom",
364,10713.6237,Cellini,50505,Yes,Yes,2017,automatic,A,39mm,RoseGold,WhiteBaton,BrownAlligator,#002091,"Marylebone,London,UnitedKingdom",
365,46795.138000000006,GMT-MasterII,126715CHNR,Yes,Yes,2021,automatic,AA,40mm,RoseGold,Black,RoseGoldOyster,#001967,"Hornchurch,GreaterLondon,UnitedKingdom",
366,15329.07425,Submariner,116613LB,Yes,Yes,2017,automatic,A,40mm,StainlessSteelandYellowGold,Blue,SteelandYellowGoldOyster,#00284,"London,UnitedKingdom",
367,19708.80975,OysterPerpetual41,124300,Yes,Yes,2022,automatic,AA,41mm,StainlessSteel,YellowBaton,StainlessSteelOyster,#00281,"Cambridge,Cambridgeshire,UnitedKingdom",
368,16621.71425,Submariner,16610LV,Yes,Yes,2005,automatic,A,40mm,StainlessSteel,Black,StainlessSteel,#002074,"London,UnitedKingdom",
369,21639.59025,GMT-MasterII,126710BLRO,Yes,Yes,2020,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002072,"London,UnitedKingdom",
370,28852.787,OysterPerpetual41,124300,Yes,Yes,2022,automatic,AA,41mm,StainlessSteel,TurquoiseBaton,StainlessSteel,#,"Cambridge,Cambridgeshire,UnitedKingdom",
371,13799.159000000001,Datejust41,126333,Yes,Yes,2021,automatic,A,41mm,StainlessSteelandYellowGold,BlackwithDiamond,SteelandYellowGoldOyster,#001900,"London,UnitedKingdom",
372,23927.972999999998,Daytona,116503,Yes,Yes,2021,automatic,AA,40mm,StainlessSteelandYellowGold,BlackBaton,SteelandYellowGoldOyster,#002066,"WaltononThames,Surrey,UnitedKingdom",
373,30294.073184999997,Daytona,16519,No,No,1997,automatic,A,40mm,WhiteGold,WhiteArabicNumeral,BlackAlligator,#002064,"Marylebone,London,UnitedKingdom",
374,47226.2625,GMT-MasterII,126715CHNR,Yes,Yes,2021,automatic,A,40mm,RoseGold,Black,RoseGoldOyster,#002063,"London,UnitedKingdom",
375,4011.1296,DatejustOysterquartz,17013,Yes,Yes,1988,quartz,A,36mm,StainlessSteelandYellowGold,ChampagneBaton,StainlessSteelandYellowGold,#002055,"London,UnitedKingdom",
376,11155.9542,Explorer,124273,Yes,Yes,2021,automatic,AA,36mm,StainlessSteelandYellowGold,Black,SteelandYellowGoldOyster,#002044,"Cobham,Surrey,UnitedKingdom",
377,8117.525000000001,OysterPerpetual36,126000,Yes,Yes,2020,automatic,A,36mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#002046,"London,UnitedKingdom",
378,27474.7,Yacht-Master40,116655,Yes,Yes,2015,automatic,A,40mm,RoseGold,Black,BlackRubber,#002051,"EastGrinstead,WestSussex,UnitedKingdom",
379,8242.41,Air-King,116900,Yes,Yes,2016,automatic,A,40mm,StainlessSteel,BlackArabicNumeral,StainlessSteelOyster,#002050,"Surrey,UnitedKingdom",
380,10927.4375,Milgauss,116400GV,Yes,Yes,2008,automatic,AAA,40mm,StainlessSteel,BlackBaton,StainlessSteel,#002047,"Surrey,UnitedKingdom",
381,23771.396985,Daytona,16520,Yes,No,1997,automatic,A,40mm,StainlessSteel,Black,StainlessSteel,#002038,"London,UnitedKingdom",
382,27204.834749999998,Daytona,116520,Yes,Yes,2001,automatic,A,40mm,StainlessSteel,BlackBaton,StainlessSteel,#002035,"London,UnitedKingdom",
383,19497.5895,OysterPerpetual36,126000,Yes,Yes,2022,automatic,AA,36mm,StainlessSteel,TurquoiseBaton,StainlessSteel,#002029,"MeltonMowbray,Leicestershire,UnitedKingdom",
384,23648.6892,Daytona,116520,Yes,No,2012,automatic,A,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#002028,"Southend,Essex,UnitedKingdom",
385,7234.0848,Yacht-Master,16622,Yes,No,2005,automatic,B,40mm,StainlessSteelandPlatinum,Silver,StainlessSteelOyster,#002023,"Southampton,UnitedKingdom",
386,33052.284,Submariner,16618,Yes,No,1999,automatic,A,40mm,YellowGold,Blue,YellowGoldOyster,#002021,"Yeovil,Somerset,UnitedKingdom",
387,9441.72792,Datejust36,126234,Yes,Yes,2022,automatic,AA,36mm,StainlessSteelandWhiteGold,SilverBaton,StainlessSteelOyster,#002022,"London,UnitedKingdom",
388,23341.079999999998,Daytona,116503,Yes,Yes,2016,automatic,A,40mm,StainlessSteelandYellowGold,MotherofPearlwithDiamond,SteelandYellowGoldOyster,#002009,"Sittingbourne,Kent,UnitedKingdom",
389,20502.3,Yacht-MasterII,116681,Yes,Yes,2019,automatic,A,44mm,StainlessSteelandRoseGold,White,SteelandRoseGoldOyster,#002008,"London,UnitedKingdom",
390,41004.6,Daytona,116500LN,Yes,Yes,2021,automatic,AAA,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#002007,"Cambridge,Cambridgeshire,UnitedKingdom",
391,16131.0705,Datejust36,126283RBR,Yes,Yes,2022,automatic,AA,36mm,SteelandYellowGold,GoldenPalmMotifBaton,SteelandYellowGoldJubilee,#002002,"Sunningdale,Berkshire,UnitedKingdom",
392,31186.7363,Daytona,116518,Yes,No,2010's,automatic,A,40mm,YellowGold,BlueArabicNumeral,BlackAlligator,#002004,"London,UnitedKingdom",
393,11681.9175,Submariner,16613,Yes,Yes,2005,automatic,A,40mm,StainlessSteelandYellowGold,Blue,SteelandYellowGoldOyster,#,"Dundee,Angus,UnitedKingdom",
394,39781.665,Day-Date40,228238,Yes,Yes,2022,automatic,AA,40mm,Yellowgold,SilverMotifBaton,YellowGold,#001990,"HenleyonThames,Oxfordshire,UnitedKingdom",
395,38127.0395,Daytona,116509,Yes,Yes,2010,automatic,A,40mm,StainlessSteel,WhiteArabicNumeral,StainlessSteelOyster,#001970,"Hexham,Northumberland,UnitedKingdom",
396,33339.4115,Yacht-Master40,126655,Yes,Yes,2020,automatic,AA,40mm,RoseGold,Black,BlackOysterflex,#001933,"Edinburgh,UnitedKingdom",
397,13209.9555,Submariner,116613LN,Yes,Yes,2013,automatic,A,40mm,StainlessSteelandYellowGold,Black,SteelandYellowGoldOyster,#001977,"London,UnitedKingdom",
398,49695.852591,Sky-Dweller,326938,Yes,Yes,2022,automatic,AA,42mm,YellowGold,BlackBaton,YellowGoldOyster,#,"London,UnitedKingdom",
399,13120.12975,Submariner,124060,Yes,Yes,2022,automatic,AA,41mm,StainlessSteel,Black,StainlessSteelOyster,#001980,"Geneva,Switzerland",
400,26012.677355,Daytona,116520,Yes,Yes,2008,automatic,AA,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#001972,"Surrey,UnitedKingdom",
401,18173.154499999997,Submariner,126613LB,Yes,Yes,2022,automatic,AAA,41mm,StainlessSteelandYellowGold,Blue,SteelandYellowGold,#001969,"Birmingham,WestMidlands,UnitedKingdom",
402,16606.503249999998,Sea-Dweller,126603,Yes,Yes,2021,automatic,A,43mm,StainlessSteel,Black,StainlessSteelOyster,#001968,"Basingstoke,Hampshire,UnitedKingdom",
403,20805.1286,GMT-MasterII,126710BLRO,Yes,Yes,2019,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#001965,"TunbridgeWells,Kent,UnitedKingdom",
404,6893.2654999999995,OysterPerpetual31,277200,Yes,Yes,2022,automatic,AA,31mm,StainlessSteel,PinkBaton,StainlessSteelOyster,#001963,"BuryStEdmunds,UnitedKingdom",
405,22561.488,GMT-MasterII,126710BLNR,Yes,Yes,2022,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#001949,"Brampton,Cumbria,UnitedKingdom",
406,35191.352,Daytona,116500LN,Yes,Yes,2020,automatic,AAA,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#001951,"Cambridge,Cambridgeshire,UnitedKingdom",
407,2576.5097,Lady-Datejust,179160,Yes,Yes,2010,automatic,A,26mm,StainlessSteel,BlueArabicNumeral,StainlessSteel,#001956,"Kettering,Northamptonshire,UnitedKingdom",
408,17483.9,Yacht-Master40,116621,Yes,Yes,2019,automatic,A,42mm,StainlessSteelandRoseGold,Brown,SteelandRoseGoldOyster,#001944,"London,UnitedKingdom",
409,21542.6625,GMT-MasterII,126710BLNR,Yes,Yes,2021,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#001943,"Mansfield,NorthYorkshire,UnitedKingdom",
410,14673.987500000001,Deepsea'JamesCameron',116660,Yes,Yes,2014,automatic,A,44mm,StainlessSteel,Blue,StainlessSteelOyster,#001942,"Wimbledon,London,UnitedKingdom",
411,9366.375,ExplorerII,216570,Yes,Yes,2014,automatic,A,42mm,StainlessSteel,White,StainlessSteelOyster,#001941,"London,UnitedKingdom",
412,21705.629999999997,Daytona,116523,Yes,Yes,2008,automatic,A,40mm,StainlessSteelandYellowGold,BlackBaton,SteelandYellowGoldOyster,#001936,"Esher,Surrey,UnitedKingdom",
413,29984.448,OysterPerpetual41,124300,Yes,Yes,2021,automatic,AAA,41mm,StainlessSteel,TurquoiseBaton,StainlessSteel,#001926,"Bakewell,Derbyshire,UnitedKingdom",
414,11868.844000000001,OysterPerpetual31,277200,Yes,Yes,2022,automatic,AA,31mm,StainlessSteel,TurquoiseBaton,StainlessSteelOyster,#001931,"Sunningdale,Berkshire,UnitedKingdom",
415,8870.3992,OysterPerpetual41,124300,Yes,Yes,2021,automatic,AA,41mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#001842,"London,UnitedKingdom",
416,21220.029000000002,GMT-MasterII,126710BLRO,Yes,Yes,2018,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#001914,"London,UnitedKingdom",
417,24856.692750000002,Daytona,116523,Yes,Yes,2004,automatic,AA,40mm,StainlessSteelandYellowGold,MotherofPearlArabicNumeral,SteelandYellowGoldOyster,#001905,"DalgetyBay,Fife,UnitedKingdom",
418,8715.1861,OysterPerpetual41,124300,Yes,Yes,2021,automatic,AA,41mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#001899,"London,UnitedKingdom",
419,13736.8,Submariner,124060,Yes,Yes,2020,automatic,AA,41mm,StainlessSteel,Black,StainlessSteelOyster,#001898,"Birmingham,WestMidlands,UnitedKingdom",
420,37040.299999999996,Yacht-MasterII,116688,Yes,Yes,2008,automatic,A,44mm,YellowGold,White,YellowGold,#001897,"Bridgend,MidGlamorgan,UnitedKingdom",
421,14804.1201,Submariner,124060,Yes,Yes,2021,automatic,AAA,41mm,StainlessSteel,Black,StainlessSteelOyster,#,"London,UnitedKingdom",
422,29975.2845,Daytona,116518,Yes,Yes,2016,automatic,A,40mm,YellowGold,BlueArabicNumeral,BrownAlligator,#001882,"Cardiff,Wales,UnitedKingdom",
423,30495.625,Sky-Dweller,326934,Yes,Yes,2020,automatic,AA,42mm,StainlessSteelandWhiteGold,BlueBaton,StainlessSteelOyster,#,"London,UnitedKingdom",
424,41801.912,Daytona,116500LN,Yes,Yes,2020,automatic,AA,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#001875,"London,UnitedKingdom",
425,31966.168,Submariner,116618LB,Yes,Yes,2012,automatic,A,40mm,YellowGold,Blue,YellowGoldOyster,#001880,"Richmond,Surrey,UnitedKingdom",
426,78071.218,GMTMasterII,126719BLRO,Yes,Yes,2021,automatic,A,40mm,WhiteGold,Meteorite,WhiteGold,#001877,"London,UnitedKingdom",
427,19874.35022,Submariner,16610LV,Yes,Yes,2009,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelOyster,#001868,"Liverpool,Merseyside,UnitedKingdom",
428,9359.833200000001,Submariner,16800,Yes,No,1988,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelOyster,#001863,"Littlehampton,WestSussex,UnitedKingdom",
429,20684.91,GMT-MasterII,126710BLNR,Yes,Yes,2021,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelJubilee,#,"Sale,GreaterManchester,UnitedKingdom",
430,22352.052,Submariner,126610LV,Yes,Yes,2021,automatic,AAA,41mm,StainlessSteel,Black,StainlessSteelOyster,#001866,"Sale,GreaterManchester,UnitedKingdom",
431,161157.06,Daytona,116506,Yes,Yes,2021,automatic,AAA,40mm,Platinum,IceBlueDiamondBaton,PlatinumOyster,#001855,"London,UnitedKingdom",
432,19449.99,OysterPerpetual41,124300,Yes,Yes,2021,automatic,A,41mm,StainlessSteel,YellowBaton,StainlessSteelOyster,#001857,"Surrey,UnitedKingdom",
433,10488.575,Sea-Dweller,16600,No,No,1999,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#001858,"Littlehampton,WestSussex,UnitedKingdom",
434,9871.6,Submariner,16613,Yes,Yes,1992,automatic,A,40mm,StainlessSteelandYellowGold,Blue,SteelandYellowGoldOyster,#001859,"Maidenhead,Berkshire,UnitedKingdom",
435,20388.488999999998,Day-Date,118239,Yes,No,2005,automatic,A,36mm,WhiteGold,SilverBaton,WhiteGoldPresident,#001850,"Birmingham,WestMidlands,UnitedKingdom",
436,12974.492999999999,Datejust41,126333,Yes,Yes,2022,automatic,AA,41mm,StainlessSteelandYellowGold,BrightBlackBaton,SteelandYellowGoldJubilee,#001853,"London,UnitedKingdom",
437,1542.14375,Oyster,1072,Yes,No,1938,manual,B,34mm,StainlessSteel,WhiteArabic,BrownCrocodileLeather,#001847,"Canary,Wharf,UnitedKingdom",
438,14058.182424999999,Datejust41,126333,Yes,Yes,2022,automatic,AAA,41mm,StainlessSteelandYellowGold,BlackwithDiamond,SteelandYellowGoldOyster,#001846,"HenleyonThames,Oxfordshire,UnitedKingdom",
439,8512.6335,OysterPerpetual41,124300,Yes,Yes,2020,automatic,AA,41mm,StainlessSteel,BlueBaton,StainlessSteelOyster,#001845,"Durham,CountyDurham,UnitedKingdom",
440,11365.763500000001,Submariner,114060,Yes,Yes,2020,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#001839,"Edinburgh,UnitedKingdom",
441,7492.7880000000005,OysterPerpetual36,126000,Yes,Yes,2020,automatic,AA,36mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#001835,"London,UnitedKingdom",
442,36839.541000000005,Daytona,116509,Yes,Yes,2010,automatic,A,40mm,WhiteGold,BlackArabicNumeral,WhiteGoldOyster,#001834,"Dundee,Angus,UnitedKingdom",
443,10365.0234,Milgauss,116400GV,Yes,Yes,2021,automatic,A,40mm,StainlessSteel,IntenseBlackBaton,StainlessSteelOyster,#001833,"Norwich,Norfolk,UnitedKingdom",
444,6743.5092,Lady-Datejust,279160,Yes,Yes,2022,automatic,AAA,28mm,StainlessSteel,PinkRomanNumeral,StainlessSteelOyster,#001831,"Scarborough,NorthYorkshire,UnitedKingdom",
445,7627.7633000000005,OysterPerpetual31,277200,Yes,Yes,2020,automatic,AA,31mm,StainlessSteel,GreenBaton,StainlessSteelOyster,#001830,"Enfield,London,UnitedKingdom",
446,17818.95525,Submariner,126610LN,Yes,Yes,2022,automatic,AA,41mm,StainlessSteel,Black,StainlessSteelOyster,#001827,"Scarborough,NorthYorkshire,UnitedKingdom",
447,100036.24,Daytona,116508,Yes,Yes,2017,automatic,A,40mm,YellowGold,GreenBaton,YellowGoldOyster,#001826,"Wymondham,Norfolk,UnitedKingdom",
448,27347.3625,GMT-MasterII,126711CHNR,Yes,Yes,2020,automatic,AAA,40mm,StainlessSteelandRoseGold,Black,SteelandRoseGoldOyster,#001819,"Ilkley,WestYorkshire,UnitedKingdom",
449,10120.1863,Datejust36,126200,Yes,Yes,2021,automatic,AAA,36mm,StainlessSteel,SlateRomanNumeral,StainlessSteelJubilee,#001814,"TunbridgeWells,Kent,UnitedKingdom",
450,15577.875,Day-Date,18038,Yes,Yes,2002,automatic,A,36mm,YellowGold,ChampagneBaton,YellowGoldPresident,#001810,"London,UnitedKingdom",
451,20438.172,Submariner,16610LV,Yes,Yes,2006,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#001809,"Fulham,London,UnitedKingdom",
452,21306.3708,Yacht-MasterII,116681,Yes,Yes,2015,automatic,A,44mm,StainlessSteelandRoseGold,White,SteelandRoseGoldOyster,#001795,"Audlem,Cheshire,UnitedKingdom",
453,53581.11,Daytona,116509,Yes,Yes,2022,automatic,AAA,40mm,WhiteGold,SteelBaton,WhiteGoldOyster,#001797,"Ipswich,Suffolk,UnitedKingdom",
454,14498.418,Datejust36,126233,Yes,Yes,2021,automatic,AAA,36mm,StainlessSteelandYellowGold,GreenwithDiamondRomanNumeral,SteelandYellowGoldJubilee,#001796,"Ilkley,NorthYorkshire,UnitedKingdom",
455,4536.19535,OysterPerpetualDate,15200,Yes,Yes,2002,automatic,A,34mm,StainlessSteel,SalmonArabicNumeral,StainlessSteelOyster,#001782,"London,UnitedKingdom",
456,32480.2412,Yacht-Master42,226659,Yes,Yes,2021,automatic,A,42mm,WhiteGold,Black,BlackOysterflex,#,"Norfolk,UnitedKingdom",
457,3258.8574999999996,Datejust,69173,Yes,Yes,1985,automatic,A,26mm,StainlessSteelandYellowGold,ChampagneDiamond,SteelandYellowGoldJubilee,#001776,"Harrogate,NorthYorkshire,UnitedKingdom",
458,42843.33,OysterPerpetual41,124300,Yes,Yes,2022,automatic,AAA,41mm,StainlessSteel,Turquoise,StainlessSteelOyster,#001760,"London,UnitedKingdom",
459,4811.5355,Datejust,16013,Yes,Yes,1986,automatic,A,36mm,StainlessSteelandYellowGold,ChampagneBaton,SteelandYellowGoldJubilee,#001765,"Harrogate,NorthYorkshire,UnitedKingdom",
460,39597.636750000005,Daytona,116500LN,Yes,Yes,2018,automatic,AA,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#001762,"Warrington,Cheshire,UnitedKingdom",
461,25373.50836,Daytona,116520,Yes,No,2003,automatic,A,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#001750,"Averham,Nottinghamshire,UnitedKingdom",
462,16656.86775,Sea-Dweller,126600,Yes,Yes,2022,automatic,AA,43mm,StainlessSteel,Black,StainlessSteelOyster,#,"Ipswich,Suffolk,UnitedKingdom",
463,5000.0,OysterPerpetual,114200,Yes,Yes,2017,automatic,A,34mm,StainlessSteel,GrapeBaton,StainlessSteelOyster,#001745,"Denville,NewJersey,USA",
464,53889.86625,Daytona,116509,Yes,Yes,2021,automatic,AA,40mm,WhiteGold,BlackWithDiamond,WhiteGoldOyster,#001744,"Middlesborough,NorthYorkshire,UnitedKingdom",
465,25464.075,GMT-MasterII,126711CHNR,Yes,Yes,2020,automatic,A,40mm,SteelandRoseGold,Black,SteelandRoseGoldOyster,#001740,"London,UnitedKingdom",
466,55498.625,Daytona,116509,Yes,Yes,2020,automatic,AA,40mm,WhiteGold,SteelBaton,WhiteGoldOyster,#001738,"Middlesbrough,NorthYorkshire,UnitedKingdom",
467,19391.872499999998,GMT-MasterII,116710BLNR,Yes,Yes,2018,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#001737,"Wimbledon,London,UnitedKingdom",
468,11132.212,Air-King,116900,Yes,Yes,2021,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#001731,"London,UnitedKingdom",
